0208770|BordierAmbassadeenTurquiede|Gontaut-Biron - Ambassade en Turquie de Jean de Gontaut Biron, baron de Salignac.djvu|ark:/12148/bpt6k2087705|Ambassade en Turquie de Jean de Gontaut Biron, baron de Salignac|[Bordier, Jules] - Gontaut-Biron, Théodore de (éd.)|300|<pagelist 1to3=- 4=1 4to79=roman 80=1 233=- 234=157 />|Jules Bordier
0065159|BeaumarchaisMemoires|Beaumarchais - Mémoires, tome4.djvu|ark:/12148/bpt6k65159b|Mémoires|Beaumarchais, Pierre-Augustin Caron de|300|<pagelist 1to7=- 8=1 />|Pierre-Augustin Caron de Beaumarchais
0065160|BeaumarchaisMemoiresdeBeaumarchais|Beaumarchais - Mémoires, tome5.djvu|ark:/12148/bpt6k65160j|Mémoires de Beaumarchais|Beaumarchais, Pierre-Augustin Caron de|300|<pagelist 1to7=- 8=1 />|Pierre-Augustin Caron de Beaumarchais
0029634|BeaumarchaisOeuvrescompletesprecedeesdune|Beaumarchais - Œuvres complètes, précédées d’une notice sur sa vie et ses ouvrages.djvu|ark:/12148/bpt6k29634h|Œuvres complètes, précédées d’une notice sur sa vie et ses ouvrages|Beaumarchais, Pierre-Augustin Caron de - Saint-Marc Girardin (notice)|300|<pagelist 1to6=- 7=1 7to18=roman 19=1 />|Pierre-Augustin Caron de Beaumarchais
0094477|BeauvaisNangisMemoiresetjournaldu|Beauvais-Nangis - Monmerqué - Mémoires et journal du procès du marquis de La Boulaye.djvu|ark:/12148/bpt6k94477g|Mémoires et journal du procès du marquis de La Boulaye|Beauvais-Nangis, Nicolas de Brichanteau marquis de - Monmerqué - Taillandier, A.H. (éd.)|400|<pagelist 1to6=- 7=1 7to28=roman 29=1 />|Nicolas de Brichanteau;Louis Monmerqué
0080264|BeauvoirLesmysteresdelile|Beauvoir - Les mystères de l’île Saint-Louis, tome1.djvu|ark:/12148/bpt6k80264d|Les mystères de l’île Saint-Louis, chroniques de l’hôtel Pimodan|Beauvoir, Roger de|300|<pagelist 1to6=- 7=1 70=- 71=64 />|Roger de Beauvoir
0080265|BeauvoirLesmysteresdelile|Beauvoir - Les mystères de l’île Saint-Louis, tome2.djvu|ark:/12148/bpt6k80265r|Les mystères de l’île Saint-Louis, chroniques de l’hôtel Pimodan|Beauvoir, Roger de|300|<pagelist 1to7=- 8=1 />|Roger de Beauvoir
0071387|BenseradeLaCleoptre|Benserade - La Cléopâtre.djvu|ark:/12148/bpt6k71387c|La Cléopâtre|Benserade, Isaac de|300|<pagelist 1to7=- 8=1 />|Isaac de Benserade
0071659|BenseradeLaMortdAchilleet|Benserade - La Mort d’Achille et la dispute des armes.djvu|ark:/12148/bpt6k71659z|La Mort d’Achille et la dispute des armes|Benserade, Isaac de|300|<pagelist 1to7=- 8=1 103=- />|Isaac de Benserade
0072459|BenseradeLeBalletdela|Benserade - Le Ballet de la raillerie.djvu|ark:/12148/bpt6k72459n|Le Ballet de la raillerie|Benserade, Isaac de|300|<pagelist />|Isaac de Benserade
0093983|BenthamDefencedelusure|Bentham - Défence de l’usure.djvu|ark:/12148/bpt6k93983j|Défence de l’usure.|Bentham, Jéremy|300|<pagelist 1to2=- 3=1 3to9=roman 10=1 303=- />|Jéremy Bentham
0095656|BenthamDeontologieousciencede|Bentham - Déontologie, ou science de la morale, tome 1.djvu|ark:/12148/bpt6k956569|Déontologie, ou science de la morale.|Bentham, Jéremy|300|<pagelist 1to4=- 5=1 5to16=roman 17=1 />|Jéremy Bentham
0095658|BenthamDeontologieousciencede|Bentham - Déontologie, ou science de la morale, tome 2.djvu|ark:/12148/bpt6k956580|Déontologie, ou science de la morale...|Bentham, Jéremy|300|<pagelist 1to9=- 10=1 />|Jéremy Bentham
0033054|BergaigneLareligionvediquedapres|Bergaigne - La religion védique d’après les hymnes du Rig-veda, tome 1.djvu|ark:/12148/bpt6k330547|La religion védique d’après les hymnes du Rig-veda|Bergaigne, Abel|300|<pagelist 1to10=- 11=1 11to36=roman 37to38=- 39=1 367to370=- />|Abel Bergaigne
0033081|BergaigneLareligionvediquedapres|Bergaigne - La religion védique d’après les hymnes du Rig-veda, tome 4.djvu|ark:/12148/bpt6k330814|La religion védique d’après les hymnes du Rig-veda|Bergaigne, Abel|300|<pagelist 1to10=- 11=1 155to156=- />|Abel Bergaigne
0069992|BernardLascienceexperimentale|Bernard - La science expérimentale.djvu|ark:/12148/bpt6k69992b|La science expérimentale |Bernard, Claude|400|<pagelist 1=- 2=1 />|Claude Bernard
0202510|BernardinOeuvrescompletesdeJacquesHenri|Bernardin de Saint-Pierre - Études de la nature, tome 2.djvu|ark:/12148/bpt6k202510t|Études de la nature, tome second|Bernardin de Saint-Pierre, Jacques-Henri - Aimé-Martin, L (éd.)|300|<pagelist 1to3=- 4=1 20=- 21=17 357=- 358=353 />|Jacques-Henri Bernardin de Saint-Pierre
0202516|BernardinOeuvrescompletesdeJacquesHenri|Bernardin de Saint-Pierre - Œuvres complètes, tome 10.djvu|ark:/12148/bpt6k2025163|Œuvres complètes de Jacques-Henri Bernardin de Saint-Pierre|Bernardin de Saint-Pierre, Jacques-Henri - Aimé-Martin, L (éd.)|300|<pagelist 1to3=- 4=1 />|Jacques-Henri Bernardin de Saint-Pierre
0200669|BerquinOeuvrescompletesdeBerquin|Berquin - Œuvres complètes de Berquin, tome 3.djvu|ark:/12148/bpt6k200669q|Œuvres complètes de Berquin. Nouvelle édition, revue et corrigée par M. F. Raymond, ave une notice sur Berquin par M. Bouilly. Ornée de quanrate jolies gravures|Berquin, Arnaud|300|<pagelist 1to4=- 5=5 149=- 150=149 262=- 263=261 307=- 308=305 />|Arnaud Berquin
0200673|BerquinOeuvrescompletesdeBerquin|Berquin - Œuvres complètes de Berquin, tome 7.djvu|ark:/12148/bpt6k200673s|Œuvres complètes de Berquin. Nouvelle édition, revue et corrigée par M. F. Raymond, ave une notice sur Berquin par M. Bouilly. Ornée de quanrate jolies gravures|Berquin, Arnaud|300|<pagelist 1to4=- 5=5 181=- 182=181 228=- 229=227 353=- 354=351 />|Arnaud Berquin
0067995|BertrandAragoetsavie|Bertrand - Arago et sa vie scientifique.djvu|ark:/12148/bpt6k67995w|Arago et sa vie scientifique |Bertrand, Joseph-Louis-Francois|300|<pagelist 1to2=- 3=1 66=- />|Joseph-Louis-Francois Bertrand
0067926|BinetLesIdeesmodernessur|Binet - Les Idées modernes sur les enfants.djvu|ark:/12148/bpt6k679262|Les Idées modernes sur les enfants    |Binet, Alfred|300|<pagelist 1to7=- 8=1 354=- 355=1 />|Alfred Binet
0075681|BinetEtudesdepsychologieexperimentale|Binet - Études de psychologie expérimentale.djvu|ark:/12148/bpt6k756813|Études de psychologie experimentale|Binet, Alfred|300|<pagelist 1to10=- 11=1 14=- 15=4 45=- 46=34 319to321=- />|Alfred Binet
0075855|BinetLetudeexperimentaledelintelligence|Binet - L’étude expérimentale de l’intelligence.djvu|ark:/12148/bpt6k758553|L’étude expérimentale de l’intelligence|Binet, Alfred|300|<pagelist 1to6=- 7=1 316to317=- />|Alfred Binet
0077176|BinetLasuggestibilite|Binet - La suggestibilité.djvu|ark:/12148/bpt6k77176m|La suggestibilité.|Binet, Alfred|300|<pagelist 1to9=- 10=1 401to402=- 403=1 403to404=roman 405=- />|Alfred Binet
0091455|BinetLesalterationsdela|Binet - Les altérations de la personnalité.djvu|ark:/12148/bpt6k91455f|Les altérations de la personnalité.|Binet, Alfred|300|<pagelist 1=1 1to8=roman 9=1 332=- 333=1 333to334=roman />|Alfred Binet
0077218|BinetLemagnetismeanimal|Binet - Féré - Le magnétisme animal.djvu|ark:/12148/bpt6k77218q|Le magnétisme animal.|Binet, Alfred - Féré, Charles|300|<pagelist 1to10=- 11=1 294=- 295=1 />|Alfred Binet;Charles Féré
0077219|BinetLafatigueintellectuelle|Binet - Henri - La fatigue intellectuelle.djvu|ark:/12148/bpt6k772192|La fatigue intellectuelle.|Binet, Alfred - Henri V.|300|<pagelist 1to6=- 7=1 61to64=- 65=55 167=- 168=157 350=- />|Alfred Binet;Victor Henri
0075837|BinetIntroductionalapsychologie|Binet - Introduction à la psychologie expérimentale.djvu|ark:/12148/bpt6k758375|Introduction à la psychologie experimentale|Binet, Alfred (dir.)|300|<pagelist 1to14=- 15=1 161to164=- />|Alfred Binet
0073003|BinetQuelestlemeilleur|Binet - Quel est le meilleur gouvernement, le rigoureux ou Le doux, pour les supérieurs des religions.djvu|ark:/12148/bpt6k730035|Quel est le meilleur gouvernement, le rigoureux ou Le doux, pour les supérieurs des religions|Binet, Etienne|300|<pagelist 1to4=- 5=1 228to229=- />|Étienne Binet
0011633|BismarckCorrespondancediplomatiquedeM|Bismarck - Correspondance diplomatique de M. de Bismarck.djvu|ark:/12148/bpt6k116331|Correspondance diplomatique de M. de Bismarck|Bismarck, Otto von|300|<pagelist 1to4=- 5=1 5to12=roman 13=1 466=- />|Otto von Bismarck
0049955|BlancLaDouleurprecededes|Blanc de Saint-Bonnet - La Douleur précédé des Temps présents.djvu|ark:/12148/bpt6k49955q|La Douleur précédé des Temps présents|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1to5=- 6=1 6to117=roman 118to119=- 120=3 412to413=- />|Antoine Blanc de Saint-Bonnet
0093984|BlancPolitiquereelle|Blanc de Saint-Bonnet - Politique réelle.djvu|ark:/12148/bpt6k93984w|Politique réelle...|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1=- 2=1 2to17=roman 18=1 />|Antoine Blanc de Saint-Bonnet
0093985|BlancRestaurationfranaise|Blanc de Saint-Bonnet - Restauration française.djvu|ark:/12148/bpt6k939857|Restauration française|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1to2=- 3=1 3to20=roman 21=5 500=- />|Antoine Blanc de Saint-Bonnet
0094225|BlancLInfaillibilite|Blanc de Saint-Bonnet - L’Infaillibilité.djvu|ark:/12148/bpt6k94225p|L’Infaillibilité...|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1to2=- 3=1 3to22=roman 23=1 543=- />|Antoine Blanc de Saint-Bonnet
0094482|BlancDelalegitimite|Blanc de Saint-Bonnet - De la légitimité.djvu|ark:/12148/bpt6k944822|De la légitimité|Blanc de Saint-Bonnet, Antoine|400|<pagelist 1to12=- 13=1 13to23=roman 24=- 25=1 740to742=- />|Antoine Blanc de Saint-Bonnet
0095666|BlancDelunitespirituelle|Blanc de Saint-Bonnet - De l’unité spirituelle, tome 2.djvu|ark:/12148/bpt6k95666m|De l’unité spirituelle...|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1to6=- 7=315 676=- />|Antoine Blanc de Saint-Bonnet
0095667|BlancDelunitespirituelle|Blanc de Saint-Bonnet - De l’unité spirituelle, tome 3.djvu|ark:/12148/bpt6k95667z|De l’unité spirituelle...|Blanc de Saint-Bonnet, Antoine|300|<pagelist 1to7=- 8=987 />|Antoine Blanc de Saint-Bonnet
0024434|BlancHistoirededixans|Blanc - Histoire de dix ans, tome 1.djvu|ark:/12148/bpt6k24434r|Histoire de dix ans|Blanc, Louis|300|<pagelist 1=1 1to10=roman 11to12=- 13=1 />|Louis Blanc
0024435|BlancHistoirededixans|Blanc - Histoire de dix ans, tome 2.djvu|ark:/12148/bpt6k244353|Histoire de dix ans|Blanc, Louis|300|<pagelist 1=1 1to8=roman 9=1 />|Louis Blanc
0024436|BlancHistoirededixans|Blanc - Histoire de dix ans, tome 3.djvu|ark:/12148/bpt6k24436f|Histoire de dix ans|Blanc, Louis|300|<pagelist 1=1 1to8=roman 9=1 />|Louis Blanc
0024437|BlancHistoirededixans|Blanc - Histoire de dix ans, tome 4.djvu|ark:/12148/bpt6k24437s|Histoire de dix ans|Blanc, Louis|300|<pagelist 1=1 1to8=roman 9=1 />|Louis Blanc
0024438|BlancHistoirededixans|Blanc - Histoire de dix ans, tome 5.djvu|ark:/12148/bpt6k244384|Histoire de dix ans|Blanc, Louis|300|<pagelist 1=1 1to8=roman 9=1 />|Louis Blanc
0004905|BlancLettressurlAngleterre|Blanc - Lettres sur l’Angleterre, tome 1.djvu|ark:/12148/bpt6k4905h|Lettres sur l’Angleterre|Blanc, Louis-Jean-Joseph|300|<pagelist 1to4=- 5=1 5to16=roman 17to18=- 19=3 456to458=- />|Louis Blanc
0004906|BlancLettressurlAngleterre|Blanc - Lettres sur l’Angleterre, tome 2.djvu|ark:/12148/bpt6k4906t|Lettres sur l’Angleterre|Blanc, Louis-Jean-Joseph|300|<pagelist 1to2=- 3=1 462=- />|Louis Blanc
0085757|BlanquiCoursdeconomieindustrielle18361837|Blanqui - Cours d’économie industrielle 1836-1837.djvu|ark:/12148/bpt6k85757q|Cours d’économie industrielle (1836-1837)                                                             |Blanqui, Adolphe-Jérôme|300|<pagelist 1to6=- 7=2 7to17=roman 18=- 19=2 555to556=- />|Adolphe-Jérôme Blanqui
0085758|BlanquiCoursdeconomieindustrielle18371838|Blanqui - Cours d’économie industrielle 1837-1838.djvu|ark:/12148/bpt6k857582|Cours d’économie industrielle (1837-1838)|Blanqui, Adolphe-Jérôme|300|<pagelist 1to8=- 9=2 346to348=- />|Adolphe-Jérôme Blanqui
0027306|BlockDictionnairedeladministrationfranaise|Block - Dictionnaire de l’administration française, tome 1.djvu|ark:/12148/bpt6k27306z|Dictionnaire de l’administration française|Block, Maurice|300|<pagelist 1=1 1to16=roman 17=1 979to986=- />|Maurice Block
0029998|BlockDictionnairedeladministrationfranaise|Block - Dictionnaire de l’administration française, tome 2.djvu|ark:/12148/bpt6k29998k|Dictionnaire de l’administration française|Block, Maurice|300|<pagelist 1to2=- 3=963 />|Maurice Block
0067934|BlockDictionnairegeneraldela|Block - Dictionnaire général de la politique, tome 2.djvu|ark:/12148/bpt6k67934p|Dictionnaire général de la politique|Block, Maurice|300|<pagelist 1to4=- 5=1 299=- 300=303 344=- 345=353 415=- 416=427 556=- 557=577 825=- 826=865 />|Maurice Block
0035393|BlockDictionnairedeladministrationfranaise|Block - Dictionnaire de l’administration française, supplément.djvu|ark:/12148/bpt6k35393f|Dictionnaire de l’administration française|Block, Maurice|300|<pagelist 1to3=- 4=1 />|Maurice Block
0022362|BoinvilliersGrammaireraisonnee|Boinvilliers - Grammaire raisonnée, tome 1.djvu|ark:/12148/bpt6k223627|Grammaire raisonnée|Boinvilliers, Jean-Etienne-Judith Forestier dit|300|<pagelist 1to7=- 8=6 8to12=roman 13=- 14=2 600=- />|Jean-Étienne-Judith Forestier Boinvilliers
0022363|BoinvilliersGrammaireraisonnee|Boinvilliers - Grammaire raisonnée, tome 2.djvu|ark:/12148/bpt6k22363k|Grammaire raisonnée|Boinvilliers, Jean-Etienne-Judith Forestier dit|300|<pagelist 1to5=- 6=2 527to528=- />|Jean-Étienne-Judith Forestier Boinvilliers
0007303|BoryDictionnaireclassiquedhistoirenaturelle|Bory de Saint-Vincent - Dictionnaire classique d’histoire naturelle, 2.djvu|ark:/12148/bpt6k73032|Dictionnaire classique d’histoire naturelle|Bory de Saint-Vincent, Jean-Baptiste-Genevieve-Marcellin|300|<pagelist 1to8=- 9=1 />|Jean-Baptiste-Geneviève-Marcellin Bory de Saint-Vincent
0007309|BoryDictionnaireclassiquedhistoirenaturelle|Bory de Saint-Vincent - Dictionnaire classique d’histoire naturelle, 8.djvu|ark:/12148/bpt6k7309x|Dictionnaire classique d’histoire naturelle|Bory de Saint-Vincent, Jean-Baptiste-Genevieve-Marcellin|300|<pagelist 1to4=- 5=1 5to12=roman 13=1 622to624=- />|Jean-Baptiste-Geneviève-Marcellin Bory de Saint-Vincent
0007310|BoryDictionnaireclassiquedhistoirenaturelle|Bory de Saint-Vincent - Dictionnaire classique d’histoire naturelle, 9.djvu|ark:/12148/bpt6k7310d|Dictionnaire classique d’histoire naturelle|Bory de Saint-Vincent, Jean-Baptiste-Genevieve-Marcellin|300|<pagelist 1to4=- 5=1 />|Jean-Baptiste-Geneviève-Marcellin Bory de Saint-Vincent
0007312|BoryDictionnaireclassiquedhistoirenaturelle|Bory de Saint-Vincent - Dictionnaire classique d’histoire naturelle, 11.djvu|ark:/12148/bpt6k73121|Dictionnaire classique d’histoire naturelle|Bory de Saint-Vincent, Jean-Baptiste-Genevieve-Marcellin|300|<pagelist 1to4=- 5=1 37to40=- 41=33 624=- />|Jean-Baptiste-Geneviève-Marcellin Bory de Saint-Vincent
0007315|BoryDictionnaireclassiquedhistoirenaturelle|Bory de Saint-Vincent - Dictionnaire classique d’histoire naturelle, 14.djvu|ark:/12148/bpt6k7315z|Dictionnaire classique d’histoire naturelle|Bory de Saint-Vincent, Jean-Baptiste-Genevieve-Marcellin|300|<pagelist 1to4=- 5=1 />|Jean-Baptiste-Geneviève-Marcellin Bory de Saint-Vincent
0105463|BoucherVoyageaAixSavoieTurin|Boucher de Perthes - Voyage à Aix-Savoie, Turin, Milan, retour par la Suisse.djvu|ark:/12148/bpt6k1054630|Voyage à Aix-Savoie, Turin, Milan, retour par la Suisse, en 1859|Boucher de Perthes, Jacques|300|<pagelist 1to4=- 5=1 />|Jacques Boucher de Perthes
0084128|BoucherDelamisere|Boucher de Perthes - De la misère.djvu|ark:/12148/bpt6k841287|De la misère.|Boucher de Perthes, Jacques|300|<pagelist 1to2=- 3=1 />|Jacques Boucher de Perthes
0106280|BoufflersChevaliersdeBoufflersJournal|Boufflers - Journal inédit du second séjour au Sénégal 1786-1787.djvu|ark:/12148/bpt6k1062806|Chevaliers de Boufflers. Journal inédit du second séjour au Sénégal (3 déc. 1786-25 déc. 1787)|Boufflers, Stanislas-Jean de |300|<pagelist 1to4=- 5=1 />|Stanislas-Jean de Boufflers
0028179|BouillierHistoireetcritiquede|Bouillier - Histoire et critique de la révolution cartésienne.djvu|ark:/12148/bpt6k28179v|Histoire et critique de la révolution cartésienne|Bouillier, Francisque|300|<pagelist 1to4=- 5=5 5to7=roman 8=- 9=1 />|Francisque Bouillier
0064908|BouillierHistoiredelaphilosophie|Bouillier - Histoire de la philosophie cartésienne.djvu|ark:/12148/bpt6k64908d|Histoire de la philosophie cartésienne|Bouillier, Francisque|300|<pagelist 1to5=- 6=1 />|Francisque Bouillier
0065401|BouillierQuestionsdemoralepratique|Bouillier - Questions de morale pratique.djvu|ark:/12148/bpt6k65401v|Questions de morale pratique|Bouillier, Francisque|300|<pagelist 1to3=- 4=1 4to18=roman 19=1 />|Francisque Bouillier
0050133|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome15.djvu|ark:/12148/bpt6k501337|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Brial, Michel-Jean-Joseph - Delisle, Léopold (éd.)|300|<pagelist 1to6=- 7=2 7to35=roman 36to38=- 39=2 1068=- />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050134|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome16.djvu|ark:/12148/bpt6k50134k|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Brial, Michel-Jean-Joseph - Delisle, Léopold (éd.)|300|<pagelist 1to6=- 7=2 7to119=roman 120=- 121=116 121to139=roman 140to142=- 143=2 892=- />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050135|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome17.djvu|ark:/12148/bpt6k50135x|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Brial, Michel-Jean-Joseph - Delisle, Léopold (éd.)|300|<pagelist 1to6=- 7=2 7to53=roman 54=- 55=2 />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050136|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome18.djvu|ark:/12148/bpt6k501368|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Brial, Michel-Jean-Joseph - Delisle, Léopold (éd.)|300|<pagelist 1to6=- 7=2 7to41=roman 42=- 43=2 941to942=- />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050132|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome14.djvu|ark:/12148/bpt6k50132w|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Brial, Michel-Jean-Joseph - Delisle, Léopold (éd.) : Baudri de Bourgueil|300|<pagelist 1to6=- 7=2 7to125=roman 126=- 127=2 996=- />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0031551|BouquetRecueildeshistoriensdes|Recueil des historiens des Gaules et de la France, tome13.djvu|ark:/12148/bpt6k315513|Recueil des historiens des Gaules et de la France|Bouquet, dom Martin - Delisle, Léopold (éd.)|300|<pagelist 1to7=- 8=2 8to86=roman 87=1 />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050119|BouquetRecueildesHistoriensdes|Recueil des Historiens des Gaules et de la France, tome1.djvu|ark:/12148/bpt6k50119p|Recueil des Historiens des Gaules et de la France|Bouquet, dom Martin - Delisle, Léopold (éd.)|300|<pagelist 1to5=- 6=1 6to177=roman 178to180=- 181=2 1062=- />|Martin Bouquet;Michel Jean Joseph Brial;Léopold Delisle
0050120|BouquetHistoriensGaulesFrance2|Bouquet - Recueil des Historiens des Gaules et de la France, 2.djvu|ark:/12148/bpt6k50120w|Recueil des Historiens des Gaules et de la France, tome 2|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to11=roman 12to13=- 14=7 14to128=roman 129to132=- 133=2 854to855=- 856=723 858to859=- 860=725 934=- />|Martin Bouquet
0050121|BouquetHistoriensGaulesFrance3|Bouquet - Recueil des Historiens des Gaules et de la France, 3.djvu|ark:/12148/bpt6k501217|Recueil des Historiens des Gaules et de la France, tome 3|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to104=roman 105to106=- 107=2 917to918=- />|Martin Bouquet
0050122|BouquetHistoriensGaulesFrance4|Bouquet - Recueil des Historiens des Gaules et de la France, 4.djvu|ark:/12148/bpt6k50122k|Recueil des Historiens des Gaules et de la France, tome 4|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to39=roman 40to42=- 43=2 813to814=- />|Martin Bouquet
0050124|BouquetHistoriensGaulesFrance6|Bouquet, Martin - Recueil des Historiens des Gaules et de la France, 6.djvu|ark:/12148/bpt6k501248|Recueil des Historiens des Gaules et de la France, tome 6|Bouquet, Martin|400|<pagelist 1to6=- 7=2 7to45=roman 46=- 47=38 47to95=roman 96=- 97=2 852=- />|Martin Bouquet
0050125|BouquetHistoriensGaulesFrance7|Bouquet, Martin - Recueil des Historiens des Gaules et de la France, 7.djvu|ark:/12148/bpt6k50125m|Recueil des Historiens des Gaules et de la France, tome 7|Bouquet, Martin|400|<pagelist 1to6=- 7=2 7to141=roman 142=- 143=2 940=- />|Martin Bouquet
0050128|BouquetHistoriensGaulesFrance10|Bouquet - Recueil des Historiens des Gaules et de la France, 10.djvu|ark:/12148/bpt6k50128n|Recueil des Historiens des Gaules et de la France, tome 10|Bouquet, Martin|400|<pagelist 1to6=- 7=2 7to171=roman 172=- 173=2 942=- />|Martin Bouquet
0050129|BouquetHistoriensGaulesFrance11|Bouquet - Recueil des Historiens des Gaules et de la France, 11.djvu|ark:/12148/bpt6k501290|Recueil des Historiens des Gaules et de la France, tome 11|Bouquet, Martin|300|<pagelist 1to6=- 7=? 249to250=- 251=2 251to357=roman 358=- 359=2 1156=- />|Martin Bouquet
0050130|BouquetHistoriensGaulesFrance12|Bouquet - Recueil des Historiens des Gaules et de la France, 12.djvu|ark:/12148/bpt6k501306|Recueil des Historiens des Gaules et de la France, tome 12|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to61=roman 62=- 63=2 />|Martin Bouquet
0050138|BouquetHistoriensGaulesFrance20|Bouquet - Recueil des Historiens des Gaules et de la France, 20.djvu|ark:/12148/bpt6k50138z|Recueil des Historiens des Gaules et de la France, tome 20|Bouquet, Martin|300|<pagelist 1to8=- 9=4 9to72=roman 73to74=- 75=2 920=- />|Martin Bouquet
0050142|BouquetHistoriensGaulesFrance24|Bouquet - Recueil des Historiens des Gaules et de la France, 24.djvu|ark:/12148/bpt6k501426|Recueil des Historiens des Gaules et de la France, tome 24|Bouquet, Martin|300|<pagelist 1to5=- 6=? 391to393=- 394=1 752to755=- 756=359 />|Martin Bouquet
0050123|BouquetHistoriensGaulesFrance5|Bouquet - Recueil des Historiens des Gaules et de la France, 5.djvu|ark:/12148/bpt6k50123x|Recueil des Historiens des Gaules et de la France, tome 5|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to39=roman 40=- 41=36 41to93=roman 94=- 95=88;roman 96=- 97=2 939=- 940=843 949to950=- />|Martin Bouquet
0050137|BouquetHistoriensGaulesFrance19|Bouquet - Recueil des Historiens des Gaules et de la France, 19.djvu|ark:/12148/bpt6k50137m|Recueil des Historiens des Gaules et de la France, tome 19|Bouquet, Martin|300|<pagelist 1to6=- 7=2 7to116=roman 117to118=- 119=2 956=- />|Martin Bouquet
0202760|BourdaloueOeuvrescompletesdeBourdaloue|Bourdaloue - Œuvres complètes de Bourdaloue. Carême I.djvu|ark:/12148/bpt6k2027605|Œuvres complètes de Bourdaloue. Carême I|Bourdaloue, Louis|300|<pagelist 1to3=- 4=1 632=- />|Louis Bourdaloue
0202762|BourdaloueOeuvrescompletesdeBourdaloue|Bourdaloue - Œuvres complètes de Bourdaloue. Carême III.djvu|ark:/12148/bpt6k202762x|Œuvres complètes de Bourdaloue. Carême III|Bourdaloue, Louis|300|<pagelist 1to3=- 4=1 541=- />|Louis Bourdaloue
0202763|BourdaloueOeuvrescompletesdeBourdaloue|Bourdaloue - Œuvres complètes de Bourdaloue. Dominicales I.djvu|ark:/12148/bpt6k2027639|Œuvres complètes de Bourdaloue. Dominicales I|Bourdaloue, Louis|300|<pagelist 1to3=- 4=1 4to10=roman 11=9 588=- />|Louis Bourdaloue
0202769|BourdaloueOeuvrescompletesdeBourdaloue|Bourdaloue - Œuvres complètes de Bourdaloue. Mystères II.djvu|ark:/12148/bpt6k202769k|Œuvres complètes de Bourdaloue. Mystères II|Bourdaloue, Louis|300|<pagelist 1to3=- 4=1 600=- />|Louis Bourdaloue
0202770|BourdaloueOeuvrescompletesdeBourdaloue|Bourdaloue - Œuvres complètes de Bourdaloue. Panégyriques I.djvu|ark:/12148/bpt6k202770h|Œuvres complètes de Bourdaloue. Panégyriques I|Bourdaloue, Louis|300|<pagelist 1to3=- 4=1 4to10=roman 11=1 569=- />|Louis Bourdaloue
0028721|BourdonLaPhysiognomonieetla|Bourdon - La Physiognomonie et la phrénologie.djvu|ark:/12148/bpt6k287216|La Physiognomonie et la phrénologie ou Connaissance de l’homme d’après les traits du visage et les reliefs du crane|Bourdon, Isidore|300|<pagelist 1to6=- 7=1 159to160=- 161=153 325to326=- 327=317 329to332=- 333=319 335to338=- 339=321 341to344=- 345=323 347to350=- 351=325 353to356=- 357=327 359to362=- 363=329 365to368=- 369=331 371to374=- 375=333 377to380=- 381=335 383to384=- 385=337 387to388=- 389=339 391to392=- 393=341 />|Isidore Bourdon
0028355|BourgeoisManuelhistoriquedepolitique|Bourgeois - Manuel historique de politique étrangère, tome 2.djvu|ark:/12148/bpt6k28355d|Manuel historique de politique étrangère|Bourgeois, Émile|300|<pagelist 1to2=- 3=1 809to810=- />|Émile Bourgeois
0028356|BourgeoisManuelhistoriquedepolitique|Bourgeois - Manuel historique de politique étrangère, tome 3.djvu|ark:/12148/bpt6k28356r|Manuel historique de politique étrangère|Bourgeois, Émile|300|<pagelist 1to2=- 3=1 839to840=- />|Émile Bourgeois
0028357|BourgeoisManuelhistoriquedepolitique|Bourgeois - Manuel historique de politique étrangère, tome 4.djvu|ark:/12148/bpt6k283573|Manuel historique de politique étrangère|Bourgeois, Émile|300|<pagelist 1to2=- 3=1 839to840=- />|Émile Bourgeois
